oficio4_08,nombre,n,n_h,n_m,gap_ajustado_pct,p_valor,p_fdr,significativo,sig_fdr,brecha_cruda_pct
2320,Profesores de educación media técnico profesional (especialidades) y de formación laboral,101,56,45,-0.8793366715678652,0.9196638874763348,0.9529548879279668,False,False,4.3880659417205425
2149,Otros ingenieros no clasificados previamente,993,593,400,-0.8732096609379902,0.8567126316863725,0.9167625825055108,False,False,-0.5827822747319744
3213,Técnicos y asistentes farmacéuticos,89,28,61,-0.7880169057198461,0.9087542933528538,0.9502499231863175,False,False,5.903874734676351
2421,Especialistas y asesores de gestión,416,230,186,-0.6044662956022018,0.9405456402786563,0.9615399626063049,False,False,-11.790598301546062
8172,Operadores de instalaciones de procesamiento de la madera,390,361,29,-0.5702312316246294,0.9322940045934973,0.9615399626063049,False,False,-4.523030077592494
6221,Trabajadores de explotaciones de acuicultura,200,146,54,-0.5597463388011259,0.9534924128594151,0.9643216657170759,False,False,5.173448257205848
2242,Químicos farmaceúticos,182,69,113,-0.402048612039585,0.955899642435704,0.9643216657170759,False,False,-4.324142590558888
2166,Diseñadores gráficos y de multimedia,433,240,193,-0.23137740661910433,0.9762055394248048,0.9762055394248048,False,False,10.463694340180329
9215,Obreros forestales,495,472,23,0.5997548670077624,0.9622646490199509,0.9664851080068805,False,False,0.20736291087024572
2145,Ingenieros químicos,151,71,80,1.6336990798683448,0.8949990937583103,0.9463352496060763,False,False,12.65117004791836
2351,Especialistas en métodos pedagógicos,388,130,258,1.7192162769351427,0.8504109229994565,0.9142915557130308,False,False,5.076593651276773
2246,Fonoaudiólogos,246,27,219,2.0648173735068553,0.9028657725751943,0.948423219815227,False,False,-17.293649969370893
2611,Abogados,912,481,431,2.238370109963217,0.7128218969306945,0.8001775215545542,False,False,-5.41896068804788
3331,Agentes de aduana,182,97,85,3.856816406720731,0.676252034858067,0.7743085799124866,False,False,-2.113849869757667
1330,"Directores, gerentes y administradores de servicios de tecnología de la información y las comunicaciones",175,138,37,4.8544347685702816,0.6269230063233651,0.7362326587079518,False,False,-16.84197421075512
2632,"Sociólogos, antropólogos, geógrafos y arqueólogos",149,78,71,5.157202580582698,0.6675405696553811,0.7715460060253717,False,False,-4.871378846003161
2512,Desarrolladores de software,286,248,38,5.422382571533846,0.6530878385455507,0.7630465052394445,False,False,19.841445637019817
8331,Conductores de buses y trolebuses,1320,1241,79,7.459927162432356,0.2548227400170546,0.36471504664940946,False,False,2.0316754597260234
2131,"Biólogos, botánicos, zoólogos, genetista y farmacólogos",102,48,54,9.424136510674487,0.5410191108228752,0.6660934213894539,False,False,16.213227286513643
8342,Operadores de máquinas de movimiento de tierras,1200,1171,29,9.48386124548659,0.46962060948014894,0.604174829050304,False,False,14.80843754371537
2146,Ingenieros en minas y metalúrgicos,291,250,41,11.129659600357611,0.5804941238452306,0.6923601789612386,False,False,16.981581924538112
5413,Gendarmes,209,158,51,11.190454335163412,0.19871501396496827,0.3160120708192898,False,False,11.083040097440367
3521,Técnicos de radiodifusión y grabación audiovisual,191,160,31,12.052489542281219,0.6639613673449889,0.7715460060253717,False,False,12.486124167961709
5113,Guías de turismo,138,84,54,20.90972004994658,0.3443053875111972,0.46379961023567157,False,False,-15.51431414061948
2424,Especialistas en formación del personal,60,26,34,21.131663479623896,0.6930402661694646,0.7856743611525119,False,False,-27.16517355656186
2432,Profesionales de las relaciones públicas,121,47,74,24.9786700001029,0.5894033051510996,0.699343818029025,False,False,-15.381780530259004
2643,"Traductores, intérpretes de lengua de señas y lingüistas",55,21,34,28.99198405931522,0.21361981845372435,0.3230710292731687,False,False,36.27227268947826
2652,"Músicos, cantantes y compositores",148,128,20,31.323206752789744,0.2696426774373495,0.383529025671758,False,False,40.99653456256858
